Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT100586,Signal Jumping,3593,Tamil Nadu,8/9/2024,2:04,Bike,Yellow,2021,Gujarat,50,Female,Heavy Vehicle,5,Dust Storm,Dry,OFF5567,Highway Patrol,Suspended,4,No,No,Yellow,100,39,0.19,Negative,Yes,No,Cash,No,1,Fine Paid On Spot
VLT100587,No Helmet,4610,West Bengal,8/10/2024,3:27,Auto Rickshaw,White,2023,Karnataka,48,Female,Four-Wheeler,6,Dust Storm,Wet,OFF5914,Local Police,Suspended,3,No,N/A,Red,60,70,0.34,Not Conducted,Yes,Yes,Card,No,3,First Violation
VLT100588,Over-speeding,4391,Delhi,8/11/2024,19:29,Truck,Green,2019,Punjab,22,Male,Four-Wheeler,10,Dust Storm,Dry,OFF5329,Local Police,Suspended,1,No,Yes,Red,40,106,0.43,Not Conducted,Yes,No,Online,No,5,Fine Paid On Spot
VLT100589,Overloading,4250,Gujarat,8/12/2024,6:40,Car,Red,2016,Punjab,36,Female,Heavy Vehicle,3,Cloudy,Slippery,OFF8082,Local Police,Expired,1,Yes,Yes,Red,50,44,0.08,Positive,No,No,Not Paid,Yes,4,
VLT100590,Signal Jumping,1302,Delhi,8/13/2024,1:40,Bike,Grey,1999,Punjab,70,Male,Two-Wheeler,7,Foggy,Under Construction,OFF9688,RTO,Valid,5,Yes,No,Yellow,60,55,0.24,Not Conducted,No,Yes,Card,Yes,4,
VLT100591,No Helmet,1707,West Bengal,8/14/2024,1:19,Scooter,White,2004,Punjab,54,Female,Heavy Vehicle,8,Rainy,Potholes,OFF4593,Local Police,Expired,2,Yes,N/A,Red,80,48,0.44,Positive,No,No,Card,Yes,2,First Violation
VLT100592,Wrong Parking,4173,Tamil Nadu,8/15/2024,9:36,Truck,Black,2006,Tamil Nadu,53,Female,Learner,1,Clear,Under Construction,OFF5437,Traffic Police,Suspended,4,No,Yes,Yellow,80,54,0.39,Negative,Yes,No,Online,No,0,First Violation
VLT100593,No Helmet,350,West Bengal,8/16/2024,21:22,Car,Red,2010,Karnataka,52,Male,Four-Wheeler,7,Cloudy,Potholes,OFF7540,Local Police,Suspended,1,No,Yes,Yellow,100,39,0.08,Negative,Yes,Yes,Not Paid,No,1,
VLT100594,Over-speeding,607,Uttar Pradesh,8/17/2024,12:41,Bus,Black,2020,Gujarat,52,Female,Heavy Vehicle,2,Dust Storm,Wet,OFF1382,Traffic Police,Expired,1,N/A,No,Green,60,80,0.2,Not Conducted,No,Yes,Card,Yes,3,Repeat Offender
VLT100595,Overloading,1281,West Bengal,8/18/2024,17:23,Bus,White,2004,Karnataka,40,Male,Commercial,6,Dust Storm,Under Construction,OFF8936,Traffic Police,Suspended,2,N/A,Yes,Red,50,20,0.46,Not Conducted,Yes,Yes,Online,Yes,5,Repeat Offender
VLT100596,No Seatbelt,1523,Tamil Nadu,8/19/2024,20:18,Scooter,Yellow,2023,Gujarat,22,Other,Heavy Vehicle,2,Dust Storm,Wet,OFF3135,RTO,Suspended,4,No,Yes,Red,30,98,0.15,Not Conducted,No,No,Cash,No,3,
VLT100597,No Helmet,1402,Tamil Nadu,8/20/2024,15:29,Auto Rickshaw,White,2008,Delhi,56,Male,Four-Wheeler,9,Rainy,Slippery,OFF9719,Highway Patrol,Expired,5,Yes,N/A,Red,60,51,0.4,Positive,Yes,Yes,Not Paid,No,0,Fine Paid On Spot
VLT100598,Using Mobile Phone,1926,Punjab,8/21/2024,18:29,Bus,White,2011,Punjab,34,Male,Commercial,0,Clear,Potholes,OFF1813,Traffic Police,Suspended,4,Yes,Yes,Yellow,100,114,0.34,Positive,Yes,Yes,Card,No,3,Repeat Offender
VLT100599,No Seatbelt,1793,Maharashtra,8/22/2024,10:22,Car,Red,2004,Delhi,71,Male,Two-Wheeler,5,Dust Storm,Under Construction,OFF2564,Local Police,Expired,4,Yes,No,Yellow,60,83,0.35,Not Conducted,Yes,Yes,Not Paid,Yes,5,
VLT100600,No Helmet,1941,Punjab,8/23/2024,15:44,Auto Rickshaw,Red,1998,Uttar Pradesh,40,Other,Four-Wheeler,5,Cloudy,Under Construction,OFF3653,Local Police,Expired,2,N/A,N/A,Yellow,50,73,0.09,Not Conducted,No,No,Not Paid,No,2,First Violation
VLT100601,Drunk Driving,2224,Punjab,8/24/2024,23:54,Car,Silver,2023,Tamil Nadu,27,Female,Two-Wheeler,4,Foggy,Slippery,OFF3941,Local Police,Valid,3,No,No,Yellow,80,95,0.21,Negative,Yes,Yes,Not Paid,Yes,4,Repeat Offender
VLT100602,Drunk Driving,3597,Uttar Pradesh,8/25/2024,23:18,Bike,White,1996,Delhi,56,Male,Four-Wheeler,7,Foggy,Under Construction,OFF7170,Traffic Police,Expired,5,No,No,Green,60,78,0.34,Negative,Yes,Yes,Card,No,0,First Violation
VLT100603,Using Mobile Phone,4553,Gujarat,8/26/2024,22:19,Bus,Red,2022,Maharashtra,67,Other,Commercial,1,Clear,Wet,OFF8017,Local Police,Valid,3,N/A,Yes,Red,30,69,0.06,Negative,No,No,Card,Yes,3,First Violation
VLT100604,Signal Jumping,138,Punjab,8/27/2024,4:53,Bike,White,2023,Tamil Nadu,23,Male,Four-Wheeler,7,Cloudy,Dry,OFF2407,Highway Patrol,Expired,1,No,No,Green,100,77,0.22,Not Conducted,No,No,Not Paid,Yes,5,First Violation
VLT100605,No Seatbelt,2496,Uttar Pradesh,8/28/2024,5:50,Auto Rickshaw,Red,2016,Gujarat,44,Other,Commercial,7,Clear,Slippery,OFF5481,RTO,Valid,5,Yes,No,Yellow,50,29,0.42,Negative,No,Yes,Cash,No,0,Repeat Offender
VLT100606,Drunk Driving,4894,Karnataka,8/29/2024,14:52,Car,Blue,1995,Maharashtra,59,Other,Four-Wheeler,6,Dust Storm,Dry,OFF7882,RTO,Expired,2,Yes,N/A,Green,80,59,0.43,Positive,No,No,Not Paid,No,5,Fine Paid On Spot
VLT100607,Wrong Parking,1435,Delhi,8/30/2024,6:18,Scooter,Green,2000,Karnataka,63,Other,Heavy Vehicle,4,Cloudy,Under Construction,OFF2203,Traffic Police,Suspended,5,No,Yes,Green,40,85,0.38,Positive,No,Yes,Online,No,1,First Violation
VLT100608,Wrong Parking,3365,Karnataka,8/31/2024,17:04,Auto Rickshaw,White,2015,Maharashtra,68,Female,Heavy Vehicle,4,Foggy,Wet,OFF1340,Traffic Police,Suspended,1,N/A,N/A,Green,60,100,0.03,Positive,Yes,Yes,Cash,Yes,1,Fine Paid On Spot
VLT100609,No Seatbelt,3768,West Bengal,9/1/2024,21:58,Truck,Red,2006,Maharashtra,27,Male,Four-Wheeler,0,Dust Storm,Dry,OFF1949,RTO,Valid,3,Yes,Yes,Green,80,58,0.18,Negative,Yes,Yes,Cash,No,5,Repeat Offender
VLT100610,Wrong Parking,2413,Gujarat,9/2/2024,1:52,Auto Rickshaw,Green,2008,Karnataka,75,Male,Heavy Vehicle,3,Rainy,Dry,OFF9378,Highway Patrol,Suspended,5,Yes,No,Green,50,116,0.47,Not Conducted,Yes,Yes,Not Paid,No,3,
VLT100611,Overloading,2686,Tamil Nadu,9/3/2024,0:30,Car,Yellow,2018,West Bengal,51,Other,Heavy Vehicle,10,Foggy,Potholes,OFF2590,Local Police,Expired,4,No,Yes,Red,60,70,0.14,Negative,Yes,No,Not Paid,Yes,3,First Violation
VLT100612,Driving Without License,3703,Punjab,9/4/2024,10:32,Scooter,Yellow,2014,Uttar Pradesh,73,Other,Learner,8,Foggy,Under Construction,OFF4640,Highway Patrol,Valid,3,No,Yes,Green,50,96,0.39,Not Conducted,No,Yes,Not Paid,No,2,First Violation
VLT100613,Drunk Driving,1845,Karnataka,9/5/2024,3:09,Truck,Silver,2005,Maharashtra,71,Male,Heavy Vehicle,2,Dust Storm,Under Construction,OFF5377,Local Police,Expired,3,N/A,No,Yellow,30,107,0.37,Negative,No,Yes,Cash,Yes,0,
VLT100614,No Seatbelt,4421,Gujarat,9/6/2024,16:47,Truck,Yellow,2020,Maharashtra,61,Other,Learner,10,Clear,Wet,OFF7830,Highway Patrol,Suspended,1,Yes,Yes,Yellow,50,26,0.27,Negative,Yes,No,Cash,Yes,2,Fine Paid On Spot
VLT100615,No Seatbelt,2531,Karnataka,9/7/2024,6:25,Truck,Blue,2015,Tamil Nadu,42,Male,Heavy Vehicle,8,Cloudy,Dry,OFF9128,Traffic Police,Expired,2,N/A,No,Red,80,108,0.49,Not Conducted,No,No,Card,Yes,5,First Violation
VLT100616,Drunk Driving,1970,Karnataka,9/8/2024,23:38,Auto Rickshaw,Grey,2003,Maharashtra,47,Male,Heavy Vehicle,3,Rainy,Under Construction,OFF6943,Highway Patrol,Expired,1,Yes,No,Green,80,61,0.36,Positive,Yes,Yes,Not Paid,No,2,Repeat Offender
VLT100617,Wrong Parking,3763,Delhi,9/9/2024,23:29,Bus,White,2021,Tamil Nadu,66,Male,Heavy Vehicle,3,Cloudy,Wet,OFF7127,Local Police,Valid,5,Yes,N/A,Red,60,89,0.47,Not Conducted,Yes,Yes,Cash,No,2,First Violation
VLT100618,Signal Jumping,2097,Uttar Pradesh,9/10/2024,22:01,Car,Yellow,2002,Uttar Pradesh,20,Female,Heavy Vehicle,10,Clear,Slippery,OFF9650,Traffic Police,Valid,2,No,N/A,Yellow,80,70,0.36,Negative,No,Yes,Not Paid,Yes,2,First Violation
VLT100619,Signal Jumping,2311,Gujarat,9/11/2024,23:05,Truck,White,1995,Delhi,43,Other,Learner,3,Dust Storm,Potholes,OFF4265,RTO,Suspended,2,Yes,No,Yellow,100,80,0.24,Negative,Yes,Yes,Card,Yes,4,Fine Paid On Spot
VLT100620,Drunk Driving,2677,Maharashtra,9/12/2024,10:00,Bus,Yellow,2003,West Bengal,19,Other,Four-Wheeler,1,Foggy,Under Construction,OFF1898,Local Police,Suspended,3,N/A,Yes,Green,80,47,0.41,Negative,No,No,Card,No,3,First Violation
VLT100621,Driving Without License,2636,Uttar Pradesh,9/13/2024,14:32,Bus,Blue,2022,Uttar Pradesh,40,Male,Heavy Vehicle,1,Cloudy,Under Construction,OFF7998,RTO,Valid,5,N/A,No,Green,60,22,0.48,Not Conducted,Yes,No,Online,Yes,3,
VLT100622,Driving Without License,627,Punjab,9/14/2024,22:12,Car,Black,1998,Tamil Nadu,18,Female,Learner,3,Dust Storm,Wet,OFF4040,RTO,Valid,2,No,N/A,Red,60,35,0.43,Positive,No,Yes,Card,No,5,Repeat Offender
VLT100623,No Helmet,1296,Punjab,9/15/2024,9:23,Bus,Silver,2008,Gujarat,34,Male,Two-Wheeler,2,Rainy,Slippery,OFF4139,RTO,Suspended,1,Yes,Yes,Red,80,69,0.37,Negative,Yes,No,Cash,Yes,3,Fine Paid On Spot
VLT100624,Drunk Driving,1617,Gujarat,9/16/2024,22:54,Auto Rickshaw,Silver,2020,Maharashtra,67,Female,Two-Wheeler,5,Rainy,Under Construction,OFF9951,Local Police,Suspended,4,No,No,Red,50,95,0.35,Negative,No,Yes,Cash,Yes,5,First Violation
VLT100625,Driving Without License,4252,Uttar Pradesh,9/17/2024,20:55,Bike,Green,2000,Uttar Pradesh,18,Male,Learner,0,Dust Storm,Under Construction,OFF9551,Local Police,Expired,5,N/A,Yes,Yellow,60,60,0.17,Negative,No,No,Online,No,5,First Violation
VLT100626,No Seatbelt,4652,Maharashtra,9/18/2024,11:36,Bus,Blue,2019,Uttar Pradesh,31,Other,Learner,6,Dust Storm,Potholes,OFF6474,Highway Patrol,Expired,4,N/A,Yes,Yellow,50,105,0.32,Not Conducted,No,No,Card,No,0,Repeat Offender
VLT100627,Wrong Parking,4912,Punjab,9/19/2024,22:37,Bus,Silver,1997,West Bengal,49,Other,Learner,9,Foggy,Slippery,OFF6723,Local Police,Suspended,5,Yes,Yes,Yellow,30,35,0.26,Negative,No,No,Online,No,5,
VLT100628,Driving Without License,3569,Gujarat,9/20/2024,19:43,Bus,Black,2011,West Bengal,65,Other,Heavy Vehicle,5,Dust Storm,Slippery,OFF6494,Local Police,Valid,2,N/A,N/A,Green,100,50,0.4,Negative,No,Yes,Cash,Yes,3,First Violation
VLT100629,Signal Jumping,1980,Maharashtra,9/21/2024,15:56,Scooter,Yellow,2008,Delhi,41,Other,Four-Wheeler,4,Dust Storm,Under Construction,OFF1375,RTO,Suspended,3,N/A,N/A,Yellow,100,107,0.42,Positive,Yes,No,Not Paid,No,1,Repeat Offender
VLT100630,Drunk Driving,2672,Uttar Pradesh,9/22/2024,11:11,Car,Green,2001,Delhi,21,Other,Four-Wheeler,1,Dust Storm,Potholes,OFF5886,Local Police,Suspended,5,Yes,No,Yellow,30,111,0.43,Positive,Yes,No,Cash,Yes,0,Repeat Offender
VLT100631,Driving Without License,3130,Uttar Pradesh,9/23/2024,16:31,Bike,Blue,2014,Karnataka,58,Female,Four-Wheeler,9,Cloudy,Slippery,OFF4880,RTO,Expired,4,Yes,N/A,Yellow,30,85,0.16,Not Conducted,No,Yes,Card,Yes,3,Repeat Offender
VLT100632,Drunk Driving,664,Punjab,9/24/2024,18:48,Auto Rickshaw,Silver,2017,Karnataka,30,Male,Commercial,1,Rainy,Wet,OFF2886,Local Police,Valid,5,N/A,N/A,Yellow,40,85,0.02,Not Conducted,Yes,Yes,Online,No,5,First Violation
VLT100633,Overloading,2486,Uttar Pradesh,9/25/2024,21:35,Bike,Red,1999,West Bengal,54,Male,Learner,9,Dust Storm,Wet,OFF8099,Traffic Police,Suspended,3,Yes,N/A,Yellow,40,25,0.39,Positive,No,No,Card,Yes,1,Repeat Offender
VLT100634,No Seatbelt,2540,Gujarat,9/26/2024,21:48,Bus,Silver,2016,Uttar Pradesh,44,Other,Two-Wheeler,7,Foggy,Slippery,OFF9472,Highway Patrol,Valid,4,No,Yes,Red,40,110,0.43,Positive,No,No,Cash,Yes,2,
VLT100635,Using Mobile Phone,1280,Karnataka,9/27/2024,8:03,Car,Red,2023,Maharashtra,26,Other,Heavy Vehicle,0,Clear,Wet,OFF9541,Traffic Police,Expired,4,Yes,N/A,Red,30,57,0.16,Positive,No,No,Card,No,2,
VLT100636,No Helmet,338,Karnataka,9/28/2024,6:29,Bus,Green,1998,Delhi,65,Male,Commercial,8,Clear,Slippery,OFF5861,Highway Patrol,Valid,5,N/A,No,Red,100,95,0.04,Negative,No,Yes,Card,Yes,2,Fine Paid On Spot
VLT100637,Over-speeding,2776,West Bengal,9/29/2024,17:37,Bike,Silver,2012,West Bengal,24,Male,Heavy Vehicle,3,Foggy,Under Construction,OFF2320,Highway Patrol,Expired,3,Yes,N/A,Green,60,33,0.31,Not Conducted,No,No,Cash,Yes,0,Fine Paid On Spot
VLT100638,Signal Jumping,4706,Maharashtra,9/30/2024,20:07,Scooter,White,2023,Maharashtra,18,Male,Learner,2,Clear,Dry,OFF2849,Traffic Police,Expired,4,N/A,No,Green,80,36,0.1,Negative,No,No,Online,Yes,1,
VLT100639,Wrong Parking,2324,Gujarat,10/1/2024,10:55,Bike,Red,2007,Delhi,35,Female,Learner,7,Dust Storm,Slippery,OFF7724,Highway Patrol,Expired,4,No,Yes,Green,30,83,0.31,Positive,No,Yes,Card,Yes,3,Fine Paid On Spot
VLT100640,Signal Jumping,1864,Delhi,10/2/2024,16:46,Car,Green,1998,Gujarat,37,Other,Two-Wheeler,3,Clear,Slippery,OFF2019,Highway Patrol,Suspended,3,N/A,No,Red,60,20,0.38,Negative,No,No,Cash,No,2,
VLT100641,Using Mobile Phone,1950,Delhi,10/3/2024,9:10,Auto Rickshaw,Red,2003,Maharashtra,28,Female,Commercial,10,Clear,Under Construction,OFF6981,Local Police,Expired,2,Yes,N/A,Yellow,50,87,0.45,Not Conducted,Yes,Yes,Cash,No,1,Fine Paid On Spot
VLT100642,Overloading,4400,Punjab,10/4/2024,22:40,Bike,Black,2013,Delhi,39,Other,Learner,8,Rainy,Wet,OFF8486,Traffic Police,Suspended,2,No,N/A,Yellow,40,47,0.11,Positive,Yes,No,Cash,No,3,
VLT100643,Using Mobile Phone,2474,Tamil Nadu,10/5/2024,14:37,Car,Blue,2007,Gujarat,44,Other,Learner,9,Cloudy,Under Construction,OFF7999,Highway Patrol,Expired,4,N/A,N/A,Green,60,110,0.28,Negative,Yes,No,Not Paid,No,4,
VLT100644,Over-speeding,1004,Karnataka,10/6/2024,9:50,Bus,Black,2008,Delhi,72,Female,Two-Wheeler,9,Rainy,Under Construction,OFF5544,Local Police,Suspended,2,Yes,N/A,Red,80,57,0.43,Not Conducted,Yes,Yes,Not Paid,No,3,Fine Paid On Spot
VLT100645,Overloading,3337,Delhi,10/7/2024,10:05,Bus,Green,2001,Uttar Pradesh,19,Female,Four-Wheeler,6,Clear,Potholes,OFF5838,Highway Patrol,Valid,1,No,N/A,Yellow,80,47,0.43,Not Conducted,Yes,Yes,Cash,Yes,5,
VLT100646,Driving Without License,4970,Uttar Pradesh,10/8/2024,14:57,Scooter,Silver,2003,Karnataka,44,Male,Four-Wheeler,8,Cloudy,Potholes,OFF9528,RTO,Suspended,5,N/A,N/A,Green,60,55,0.03,Negative,No,Yes,Card,No,1,Fine Paid On Spot
VLT100647,Over-speeding,2120,West Bengal,10/9/2024,8:18,Truck,Red,2000,Punjab,41,Other,Learner,2,Rainy,Slippery,OFF9139,Traffic Police,Valid,4,Yes,No,Red,50,85,0.46,Negative,Yes,Yes,Cash,Yes,5,Fine Paid On Spot
VLT100648,No Seatbelt,4163,Uttar Pradesh,10/10/2024,0:32,Bus,White,2019,West Bengal,28,Male,Heavy Vehicle,0,Rainy,Wet,OFF3465,Traffic Police,Suspended,2,No,N/A,Yellow,60,23,0.5,Not Conducted,Yes,No,Online,Yes,1,Fine Paid On Spot
VLT100649,Overloading,1732,Tamil Nadu,10/11/2024,19:37,Car,Black,1996,Maharashtra,30,Other,Learner,4,Dust Storm,Potholes,OFF8640,Traffic Police,Expired,2,Yes,No,Green,80,70,0.2,Not Conducted,Yes,No,Online,No,0,First Violation
VLT100650,Over-speeding,1867,Karnataka,10/12/2024,19:14,Truck,Silver,2019,Karnataka,59,Other,Learner,7,Clear,Under Construction,OFF5984,Highway Patrol,Valid,1,Yes,Yes,Yellow,60,21,0.45,Not Conducted,No,Yes,Card,Yes,1,First Violation
VLT100651,No Helmet,1406,Tamil Nadu,10/13/2024,5:24,Auto Rickshaw,Yellow,2019,Karnataka,60,Male,Four-Wheeler,10,Cloudy,Under Construction,OFF7658,RTO,Expired,3,No,Yes,Green,30,91,0.31,Not Conducted,No,Yes,Online,No,4,
VLT100652,Overloading,3101,Delhi,10/14/2024,22:15,Scooter,Red,2018,Tamil Nadu,25,Male,Two-Wheeler,10,Rainy,Potholes,OFF4376,Highway Patrol,Expired,3,No,N/A,Yellow,30,37,0.41,Positive,No,No,Online,Yes,1,Fine Paid On Spot
VLT100653,Using Mobile Phone,1154,Punjab,10/15/2024,8:06,Bike,Green,2016,Tamil Nadu,52,Female,Heavy Vehicle,3,Cloudy,Dry,OFF8351,RTO,Valid,5,No,N/A,Green,60,113,0.03,Not Conducted,No,No,Cash,No,4,Repeat Offender
VLT100654,Wrong Parking,1023,Karnataka,10/16/2024,10:21,Scooter,Grey,2017,Punjab,26,Other,Four-Wheeler,2,Foggy,Potholes,OFF8857,Highway Patrol,Expired,1,N/A,No,Yellow,40,53,0.03,Not Conducted,No,Yes,Not Paid,No,5,Repeat Offender
VLT100655,No Seatbelt,3782,Uttar Pradesh,10/17/2024,20:19,Scooter,Silver,2007,Delhi,58,Other,Four-Wheeler,7,Dust Storm,Under Construction,OFF2093,Highway Patrol,Suspended,3,Yes,Yes,Yellow,40,101,0.07,Not Conducted,Yes,Yes,Cash,No,4,Repeat Offender
VLT100656,Overloading,3338,Gujarat,10/18/2024,18:20,Bike,Blue,2002,Tamil Nadu,32,Other,Commercial,5,Dust Storm,Under Construction,OFF5283,Local Police,Valid,2,N/A,No,Green,40,88,0.26,Negative,Yes,Yes,Online,No,1,
VLT100657,Driving Without License,4987,West Bengal,10/19/2024,13:16,Car,Yellow,2019,West Bengal,75,Female,Heavy Vehicle,2,Cloudy,Potholes,OFF5135,Highway Patrol,Valid,3,No,No,Red,100,57,0.27,Positive,Yes,Yes,Not Paid,No,3,Repeat Offender
VLT100658,Signal Jumping,1228,Delhi,10/20/2024,2:12,Truck,Blue,1996,Uttar Pradesh,25,Other,Four-Wheeler,1,Rainy,Dry,OFF1169,RTO,Suspended,2,No,Yes,Red,50,76,0.18,Not Conducted,No,Yes,Online,No,5,
VLT100659,Over-speeding,1161,Delhi,10/21/2024,18:44,Truck,Red,2023,Gujarat,73,Male,Heavy Vehicle,8,Foggy,Under Construction,OFF2963,Traffic Police,Suspended,1,No,No,Red,40,44,0.23,Positive,No,Yes,Not Paid,Yes,5,Fine Paid On Spot
VLT100660,Using Mobile Phone,1481,Karnataka,10/22/2024,14:12,Truck,Red,2017,Maharashtra,75,Male,Commercial,0,Foggy,Under Construction,OFF6972,RTO,Expired,2,N/A,N/A,Red,50,49,0.4,Positive,Yes,No,Online,Yes,1,First Violation
VLT100661,Driving Without License,3226,Gujarat,10/23/2024,4:24,Bike,Silver,2008,Tamil Nadu,63,Male,Commercial,10,Dust Storm,Potholes,OFF8481,Local Police,Valid,2,N/A,Yes,Red,80,68,0.09,Positive,Yes,Yes,Not Paid,Yes,2,Repeat Offender
VLT100662,Over-speeding,2046,Maharashtra,10/24/2024,7:07,Scooter,Red,2023,West Bengal,74,Male,Heavy Vehicle,8,Cloudy,Potholes,OFF7749,Highway Patrol,Suspended,2,No,Yes,Yellow,30,55,0.28,Not Conducted,Yes,Yes,Card,No,1,
VLT100663,No Seatbelt,3900,West Bengal,10/25/2024,1:31,Auto Rickshaw,Black,2006,Uttar Pradesh,21,Male,Commercial,6,Clear,Potholes,OFF9930,Traffic Police,Expired,5,No,Yes,Yellow,100,24,0.02,Positive,No,No,Not Paid,No,4,Repeat Offender
VLT100664,Drunk Driving,3575,Uttar Pradesh,10/26/2024,10:32,Bike,Yellow,2000,Tamil Nadu,33,Other,Four-Wheeler,4,Rainy,Under Construction,OFF7250,Local Police,Expired,3,Yes,Yes,Green,50,119,0.26,Not Conducted,Yes,Yes,Cash,No,4,
VLT100665,Over-speeding,3170,Karnataka,10/27/2024,13:02,Bus,Yellow,2015,Delhi,27,Male,Two-Wheeler,8,Clear,Potholes,OFF3816,Traffic Police,Expired,2,N/A,No,Yellow,40,52,0.44,Positive,No,No,Cash,No,3,
VLT100666,No Seatbelt,623,Tamil Nadu,10/28/2024,18:56,Scooter,White,2009,Tamil Nadu,57,Male,Learner,3,Foggy,Slippery,OFF9034,Local Police,Valid,1,Yes,N/A,Red,60,30,0.01,Negative,Yes,No,Online,No,1,Repeat Offender
VLT100667,Using Mobile Phone,1325,Punjab,10/29/2024,14:57,Car,Red,2015,Uttar Pradesh,20,Male,Commercial,4,Cloudy,Dry,OFF7250,Local Police,Valid,5,No,No,Green,30,98,0.42,Positive,No,No,Cash,Yes,0,First Violation
VLT100668,Signal Jumping,3185,Uttar Pradesh,10/30/2024,8:08,Truck,Red,2002,West Bengal,60,Male,Four-Wheeler,8,Rainy,Slippery,OFF7649,Local Police,Suspended,2,No,No,Yellow,50,26,0.16,Positive,Yes,No,Online,No,0,Fine Paid On Spot
VLT100669,Over-speeding,4771,Karnataka,10/31/2024,11:18,Bus,Silver,2002,Tamil Nadu,43,Other,Two-Wheeler,4,Foggy,Potholes,OFF2501,RTO,Suspended,5,Yes,Yes,Yellow,30,46,0.37,Negative,No,No,Card,No,0,Repeat Offender
VLT100670,Overloading,2850,Tamil Nadu,11/1/2024,17:40,Truck,Green,2002,Uttar Pradesh,70,Male,Commercial,3,Clear,Under Construction,OFF3532,Local Police,Suspended,3,Yes,N/A,Red,60,82,0.02,Negative,Yes,Yes,Card,No,0,Fine Paid On Spot
VLT100671,No Helmet,1089,Delhi,11/2/2024,20:21,Auto Rickshaw,Silver,2023,Maharashtra,24,Other,Two-Wheeler,1,Cloudy,Under Construction,OFF7280,Local Police,Suspended,5,No,Yes,Yellow,40,53,0.04,Negative,Yes,Yes,Card,No,5,Repeat Offender
VLT100672,No Helmet,2484,Maharashtra,11/3/2024,10:24,Car,Blue,2017,West Bengal,25,Other,Two-Wheeler,5,Rainy,Under Construction,OFF9270,Local Police,Expired,3,No,No,Green,80,81,0.09,Negative,No,Yes,Card,No,5,First Violation
VLT100673,No Seatbelt,1022,Punjab,11/4/2024,21:06,Bus,Yellow,2011,West Bengal,60,Male,Heavy Vehicle,2,Dust Storm,Slippery,OFF4329,Local Police,Expired,3,N/A,N/A,Yellow,100,49,0.26,Not Conducted,Yes,Yes,Card,Yes,5,First Violation
VLT100674,Wrong Parking,2534,Karnataka,11/5/2024,11:44,Auto Rickshaw,Red,2014,West Bengal,40,Other,Commercial,8,Clear,Dry,OFF8359,Highway Patrol,Expired,1,Yes,N/A,Red,100,25,0.36,Not Conducted,No,Yes,Card,No,2,First Violation
VLT100675,Drunk Driving,3905,Tamil Nadu,11/6/2024,8:40,Scooter,White,2021,Gujarat,69,Male,Four-Wheeler,1,Rainy,Wet,OFF1517,Local Police,Valid,2,Yes,N/A,Yellow,30,61,0.18,Negative,No,No,Online,Yes,4,
VLT100676,Driving Without License,1306,Delhi,11/7/2024,11:58,Auto Rickshaw,White,2001,Tamil Nadu,67,Female,Heavy Vehicle,6,Rainy,Under Construction,OFF6143,Local Police,Valid,4,Yes,Yes,Green,50,68,0.47,Negative,Yes,No,Not Paid,No,2,Fine Paid On Spot
VLT100677,Overloading,788,Delhi,11/8/2024,12:00,Car,Black,1995,Gujarat,27,Female,Four-Wheeler,7,Clear,Dry,OFF1688,Local Police,Valid,1,N/A,N/A,Green,40,111,0.17,Positive,Yes,Yes,Cash,Yes,3,First Violation
VLT100678,Wrong Parking,1663,Karnataka,11/9/2024,14:36,Auto Rickshaw,Blue,2008,Delhi,54,Other,Four-Wheeler,1,Foggy,Under Construction,OFF4947,RTO,Suspended,3,Yes,N/A,Red,100,66,0.11,Positive,Yes,No,Card,No,0,Fine Paid On Spot
VLT100679,No Helmet,3204,Delhi,11/10/2024,11:05,Truck,Red,2007,West Bengal,24,Male,Heavy Vehicle,7,Foggy,Slippery,OFF9063,Local Police,Expired,4,N/A,Yes,Yellow,80,80,0.08,Not Conducted,No,No,Cash,Yes,0,Repeat Offender
VLT100680,Over-speeding,3245,West Bengal,11/11/2024,20:00,Truck,Grey,2021,Delhi,69,Other,Two-Wheeler,10,Cloudy,Wet,OFF9040,Traffic Police,Suspended,3,N/A,No,Red,40,85,0.15,Positive,No,No,Not Paid,Yes,0,
VLT100681,Over-speeding,924,Karnataka,11/12/2024,6:15,Scooter,Green,1997,West Bengal,61,Male,Heavy Vehicle,0,Dust Storm,Potholes,OFF5229,Highway Patrol,Suspended,4,Yes,No,Green,50,45,0.16,Negative,Yes,Yes,Not Paid,No,0,First Violation
VLT100682,Using Mobile Phone,2408,Tamil Nadu,11/13/2024,17:09,Truck,Green,1995,Maharashtra,20,Female,Heavy Vehicle,8,Dust Storm,Dry,OFF3944,Highway Patrol,Expired,1,Yes,Yes,Yellow,30,42,0.21,Not Conducted,Yes,Yes,Online,Yes,0,Fine Paid On Spot
